accuracy,fold,dataset,seed
0.9954545454545455,0.0,32,10
0.9881818181818182,1.0,32,10
0.989080982711556,2.0,32,10
0.989080982711556,3.0,32,10
0.9963603275705186,4.0,32,10
0.9954504094631483,5.0,32,10
0.9936305732484076,6.0,32,10
0.9927206551410374,7.0,32,10
0.991810737033667,8.0,32,10
0.9909008189262967,9.0,32,10
0.856,0.0,58,10
0.85,1.0,58,10
0.884,2.0,58,10
0.878,3.0,58,10
0.854,4.0,58,10
0.872,5.0,58,10
0.862,6.0,58,10
0.882,7.0,58,10
0.846,8.0,58,10
0.844,9.0,58,10
0.7700794351279788,0.0,219,10
0.7579435127978817,1.0,219,10
0.7442065769145884,2.0,219,10
0.7693665857426617,3.0,219,10
0.7638490399470316,4.0,219,10
0.7687044802471861,5.0,219,10
0.7792981681747958,6.0,219,10
0.7720150077245641,7.0,219,10
0.765393952769808,8.0,219,10
0.7671595674244096,9.0,219,10
0.975,0.0,20,10
0.98,1.0,20,10
0.985,2.0,20,10
0.97,3.0,20,10
0.94,4.0,20,10
0.985,5.0,20,10
0.975,6.0,20,10
0.97,7.0,20,10
0.975,8.0,20,10
0.97,9.0,20,10
0.72,0.0,18,10
0.73,1.0,18,10
0.73,2.0,18,10
0.74,3.0,18,10
0.725,4.0,18,10
0.795,5.0,18,10
0.765,6.0,18,10
0.74,7.0,18,10
0.745,8.0,18,10
0.75,9.0,18,10
1.0,0.0,11,10
0.9523809523809523,1.0,11,10
0.9365079365079365,2.0,11,10
0.9365079365079365,3.0,11,10
0.9365079365079365,4.0,11,10
0.9838709677419355,5.0,11,10
0.8709677419354839,6.0,11,10
0.967741935483871,7.0,11,10
0.9838709677419355,8.0,11,10
0.9516129032258065,9.0,11,10
0.8695652173913043,0.0,29,10
0.8840579710144928,1.0,29,10
0.8260869565217391,2.0,29,10
0.782608695652174,3.0,29,10
0.927536231884058,4.0,29,10
0.8405797101449275,5.0,29,10
0.8405797101449275,6.0,29,10
0.8260869565217391,7.0,29,10
0.8840579710144928,8.0,29,10
0.8840579710144928,9.0,29,10
0.98,0.0,16,10
0.975,1.0,16,10
0.985,2.0,16,10
0.98,3.0,16,10
0.96,4.0,16,10
0.985,5.0,16,10
0.975,6.0,16,10
0.98,7.0,16,10
0.98,8.0,16,10
0.98,9.0,16,10
0.9404388714733543,0.0,45,10
0.9686520376175548,1.0,45,10
0.9592476489028213,2.0,45,10
0.9498432601880877,3.0,45,10
0.9592476489028213,4.0,45,10
0.9717868338557993,5.0,45,10
0.9686520376175548,6.0,45,10
0.9592476489028213,7.0,45,10
0.9498432601880877,8.0,45,10
0.9780564263322884,9.0,45,10
0.9045,0.0,6,10
0.8985,1.0,6,10
0.9015,2.0,6,10
0.903,3.0,6,10
0.9005,4.0,6,10
0.894,5.0,6,10
0.895,6.0,6,10
0.8985,7.0,6,10
0.8985,8.0,6,10
0.9035,9.0,6,10
0.9822064056939501,0.0,28,10
0.9857651245551602,1.0,28,10
0.9857651245551602,2.0,28,10
0.9804270462633452,3.0,28,10
0.9839857651245552,4.0,28,10
0.9661921708185054,5.0,28,10
0.9822064056939501,6.0,28,10
0.9822064056939501,7.0,28,10
0.9750889679715302,8.0,28,10
0.9857651245551602,9.0,28,10
1.0,0.0,21,10
0.9942196531791907,1.0,21,10
0.9942196531791907,2.0,21,10
1.0,3.0,21,10
1.0,4.0,21,10
1.0,5.0,21,10
0.9884393063583815,6.0,21,10
1.0,7.0,21,10
0.9941860465116279,8.0,21,10
1.0,9.0,21,10
0.9262472885032538,0.0,43,10
0.9304347826086956,1.0,43,10
0.9434782608695652,2.0,43,10
0.9391304347826087,3.0,43,10
0.9,4.0,43,10
0.9369565217391305,5.0,43,10
0.9239130434782609,6.0,43,10
0.9195652173913044,7.0,43,10
0.9391304347826087,8.0,43,10
0.9173913043478261,9.0,43,10
0.9523809523809523,0.0,36,10
0.9567099567099567,1.0,36,10
0.935064935064935,2.0,36,10
0.961038961038961,3.0,36,10
0.9783549783549783,4.0,36,10
0.9523809523809523,5.0,36,10
0.9826839826839827,6.0,36,10
0.9307359307359307,7.0,36,10
0.9567099567099567,8.0,36,10
0.9437229437229437,9.0,36,10
0.7,0.0,31,10
0.74,1.0,31,10
0.73,2.0,31,10
0.68,3.0,31,10
0.73,4.0,31,10
0.72,5.0,31,10
0.72,6.0,31,10
0.78,7.0,31,10
0.74,8.0,31,10
0.76,9.0,31,10
0.7176470588235294,0.0,53,10
0.6941176470588235,1.0,53,10
0.7529411764705882,2.0,53,10
0.7058823529411765,3.0,53,10
0.6941176470588235,4.0,53,10
0.7294117647058823,5.0,53,10
0.7261904761904762,6.0,53,10
0.7023809523809523,7.0,53,10
0.7380952380952381,8.0,53,10
0.6190476190476191,9.0,53,10
0.8181818181818182,0.0,37,10
0.7012987012987013,1.0,37,10
0.7532467532467533,2.0,37,10
0.7012987012987013,3.0,37,10
0.7662337662337663,4.0,37,10
0.8311688311688312,5.0,37,10
0.7922077922077922,6.0,37,10
0.8051948051948052,7.0,37,10
0.7894736842105263,8.0,37,10
0.6973684210526315,9.0,37,10
0.9130434782608695,0.0,41,10
0.9565217391304348,1.0,41,10
0.8695652173913043,2.0,41,10
0.9705882352941176,3.0,41,10
0.9705882352941176,4.0,41,10
0.9705882352941176,5.0,41,10
0.9117647058823529,6.0,41,10
0.8823529411764706,7.0,41,10
0.8676470588235294,8.0,41,10
0.9411764705882353,9.0,41,10
1.0,0.0,24,10
1.0,1.0,24,10
1.0,2.0,24,10
1.0,3.0,24,10
1.0,4.0,24,10
1.0,5.0,24,10
1.0,6.0,24,10
1.0,7.0,24,10
1.0,8.0,24,10
1.0,9.0,24,10
0.5945945945945946,0.0,23,10
0.5472972972972973,1.0,23,10
0.4797297297297297,2.0,23,10
0.47619047619047616,3.0,23,10
0.5374149659863946,4.0,23,10
0.5578231292517006,5.0,23,10
0.5578231292517006,6.0,23,10
0.5510204081632653,7.0,23,10
0.54421768707483,8.0,23,10
0.6054421768707483,9.0,23,10
0.9714285714285714,0.0,15,10
0.9714285714285714,1.0,15,10
0.9714285714285714,2.0,15,10
0.9714285714285714,3.0,15,10
0.9857142857142858,4.0,15,10
0.9714285714285714,5.0,15,10
0.9714285714285714,6.0,15,10
0.9428571428571428,7.0,15,10
0.9571428571428572,8.0,15,10
0.9710144927536232,9.0,15,10
0.934375,0.0,3,10
0.9375,1.0,3,10
0.934375,2.0,3,10
0.95625,3.0,3,10
0.940625,4.0,3,10
0.940625,5.0,3,10
0.9247648902821317,6.0,3,10
0.9373040752351097,7.0,3,10
0.9498432601880877,8.0,3,10
0.9561128526645768,9.0,3,10
0.965,0.0,12,10
0.975,1.0,12,10
0.965,2.0,12,10
0.96,3.0,12,10
0.96,4.0,12,10
0.965,5.0,12,10
0.985,6.0,12,10
0.965,7.0,12,10
0.975,8.0,12,10
0.985,9.0,12,10
1.0,0.0,49,10
1.0,1.0,49,10
1.0,2.0,49,10
1.0,3.0,49,10
1.0,4.0,49,10
1.0,5.0,49,10
1.0,6.0,49,10
1.0,7.0,49,10
1.0,8.0,49,10
1.0,9.0,49,10
0.805,0.0,14,10
0.83,1.0,14,10
0.83,2.0,14,10
0.865,3.0,14,10
0.795,4.0,14,10
0.84,5.0,14,10
0.82,6.0,14,10
0.835,7.0,14,10
0.835,8.0,14,10
0.79,9.0,14,10
0.775,0.0,22,10
0.84,1.0,22,10
0.84,2.0,22,10
0.85,3.0,22,10
0.82,4.0,22,10
0.835,5.0,22,10
0.86,6.0,22,10
0.82,7.0,22,10
0.82,8.0,22,10
0.81,9.0,22,10
0.9918181818181818,0.0,32,100
0.9781818181818182,1.0,32,100
0.986351228389445,2.0,32,100
0.9872611464968153,3.0,32,100
0.986351228389445,4.0,32,100
0.989080982711556,5.0,32,100
0.9872611464968153,6.0,32,100
0.9909008189262967,7.0,32,100
0.986351228389445,8.0,32,100
0.9872611464968153,9.0,32,100
0.854,0.0,58,100
0.856,1.0,58,100
0.874,2.0,58,100
0.878,3.0,58,100
0.848,4.0,58,100
0.868,5.0,58,100
0.856,6.0,58,100
0.88,7.0,58,100
0.85,8.0,58,100
0.868,9.0,58,100
0.975,0.0,20,100
0.975,1.0,20,100
0.985,2.0,20,100
0.97,3.0,20,100
0.955,4.0,20,100
0.985,5.0,20,100
0.97,6.0,20,100
0.97,7.0,20,100
0.97,8.0,20,100
0.97,9.0,20,100
0.9206349206349206,0.0,11,100
0.9047619047619048,1.0,11,100
0.9047619047619048,2.0,11,100
0.9047619047619048,3.0,11,100
0.9047619047619048,4.0,11,100
0.9193548387096774,5.0,11,100
0.9032258064516129,6.0,11,100
0.9193548387096774,7.0,11,100
0.9193548387096774,8.0,11,100
0.8870967741935484,9.0,11,100
0.8695652173913043,0.0,29,100
0.8695652173913043,1.0,29,100
0.8985507246376812,2.0,29,100
0.782608695652174,3.0,29,100
0.927536231884058,4.0,29,100
0.8405797101449275,5.0,29,100
0.8405797101449275,6.0,29,100
0.8260869565217391,7.0,29,100
0.8985507246376812,8.0,29,100
0.8840579710144928,9.0,29,100
0.98,0.0,16,100
0.975,1.0,16,100
0.99,2.0,16,100
0.98,3.0,16,100
0.96,4.0,16,100
0.985,5.0,16,100
0.98,6.0,16,100
0.975,7.0,16,100
0.98,8.0,16,100
0.975,9.0,16,100
0.9404388714733543,0.0,45,100
0.9623824451410659,1.0,45,100
0.9561128526645768,2.0,45,100
0.9498432601880877,3.0,45,100
0.9498432601880877,4.0,45,100
0.9749216300940439,5.0,45,100
0.9655172413793104,6.0,45,100
0.9592476489028213,7.0,45,100
0.9435736677115988,8.0,45,100
0.9780564263322884,9.0,45,100
0.8735,0.0,6,100
0.8545,1.0,6,100
0.859,2.0,6,100
0.8615,3.0,6,100
0.863,4.0,6,100
0.8615,5.0,6,100
0.8565,6.0,6,100
0.8555,7.0,6,100
0.8545,8.0,6,100
0.866,9.0,6,100
0.9893238434163701,0.0,28,100
0.9911032028469751,1.0,28,100
0.9911032028469751,2.0,28,100
0.9822064056939501,3.0,28,100
0.9875444839857651,4.0,28,100
0.9679715302491103,5.0,28,100
0.9839857651245552,6.0,28,100
0.9875444839857651,7.0,28,100
0.9768683274021353,8.0,28,100
0.9822064056939501,9.0,28,100
1.0,0.0,21,100
0.9942196531791907,1.0,21,100
0.9942196531791907,2.0,21,100
0.9942196531791907,3.0,21,100
0.9942196531791907,4.0,21,100
0.9942196531791907,5.0,21,100
0.9826589595375722,6.0,21,100
0.9884393063583815,7.0,21,100
0.9941860465116279,8.0,21,100
1.0,9.0,21,100
0.9197396963123644,0.0,43,100
0.941304347826087,1.0,43,100
0.9478260869565217,2.0,43,100
0.9478260869565217,3.0,43,100
0.9108695652173913,4.0,43,100
0.9434782608695652,5.0,43,100
0.9173913043478261,6.0,43,100
0.9391304347826087,7.0,43,100
0.9391304347826087,8.0,43,100
0.9304347826086956,9.0,43,100
0.9437229437229437,0.0,36,100
0.935064935064935,1.0,36,100
0.9437229437229437,2.0,36,100
0.948051948051948,3.0,36,100
0.974025974025974,4.0,36,100
0.9567099567099567,5.0,36,100
0.948051948051948,6.0,36,100
0.935064935064935,7.0,36,100
0.9134199134199135,8.0,36,100
0.948051948051948,9.0,36,100
0.77,0.0,31,100
0.74,1.0,31,100
0.72,2.0,31,100
0.79,3.0,31,100
0.71,4.0,31,100
0.76,5.0,31,100
0.7,6.0,31,100
0.77,7.0,31,100
0.7,8.0,31,100
0.76,9.0,31,100
0.8235294117647058,0.0,53,100
0.7529411764705882,1.0,53,100
0.788235294117647,2.0,53,100
0.8,3.0,53,100
0.8,4.0,53,100
0.8470588235294118,5.0,53,100
0.7738095238095238,6.0,53,100
0.7976190476190477,7.0,53,100
0.7857142857142857,8.0,53,100
0.7142857142857143,9.0,53,100
0.8181818181818182,0.0,37,100
0.7012987012987013,1.0,37,100
0.7792207792207793,2.0,37,100
0.7272727272727273,3.0,37,100
0.7792207792207793,4.0,37,100
0.8311688311688312,5.0,37,100
0.7662337662337663,6.0,37,100
0.8051948051948052,7.0,37,100
0.7894736842105263,8.0,37,100
0.7105263157894737,9.0,37,100
0.9130434782608695,0.0,41,100
0.9420289855072463,1.0,41,100
0.8695652173913043,2.0,41,100
0.9705882352941176,3.0,41,100
0.9411764705882353,4.0,41,100
0.9705882352941176,5.0,41,100
0.9117647058823529,6.0,41,100
0.8970588235294118,7.0,41,100
0.8970588235294118,8.0,41,100
0.9264705882352942,9.0,41,100
1.0,0.0,24,100
1.0,1.0,24,100
1.0,2.0,24,100
1.0,3.0,24,100
1.0,4.0,24,100
1.0,5.0,24,100
1.0,6.0,24,100
1.0,7.0,24,100
1.0,8.0,24,100
1.0,9.0,24,100
0.5135135135135135,0.0,23,100
0.49324324324324326,1.0,23,100
0.44594594594594594,2.0,23,100
0.5102040816326531,3.0,23,100
0.5238095238095238,4.0,23,100
0.5170068027210885,5.0,23,100
0.4421768707482993,6.0,23,100
0.48299319727891155,7.0,23,100
0.5306122448979592,8.0,23,100
0.5986394557823129,9.0,23,100
0.9571428571428572,0.0,15,100
0.9571428571428572,1.0,15,100
0.9714285714285714,2.0,15,100
0.9285714285714286,3.0,15,100
0.9857142857142858,4.0,15,100
0.9714285714285714,5.0,15,100
0.9857142857142858,6.0,15,100
0.9428571428571428,7.0,15,100
0.9285714285714286,8.0,15,100
0.9565217391304348,9.0,15,100
0.95625,0.0,3,100
0.93125,1.0,3,100
0.93125,2.0,3,100
0.946875,3.0,3,100
0.94375,4.0,3,100
0.95625,5.0,3,100
0.9122257053291536,6.0,3,100
0.9686520376175548,7.0,3,100
0.9498432601880877,8.0,3,100
0.9529780564263323,9.0,3,100
0.965,0.0,12,100
0.975,1.0,12,100
0.975,2.0,12,100
0.97,3.0,12,100
0.97,4.0,12,100
0.96,5.0,12,100
0.985,6.0,12,100
0.965,7.0,12,100
0.985,8.0,12,100
0.99,9.0,12,100
0.9583333333333334,0.0,49,100
1.0,1.0,49,100
1.0,2.0,49,100
0.9791666666666666,3.0,49,100
0.9895833333333334,4.0,49,100
0.9791666666666666,5.0,49,100
0.9791666666666666,6.0,49,100
0.9791666666666666,7.0,49,100
0.9789473684210527,8.0,49,100
0.9894736842105263,9.0,49,100
0.825,0.0,14,100
0.8,1.0,14,100
0.835,2.0,14,100
0.895,3.0,14,100
0.8,4.0,14,100
0.84,5.0,14,100
0.83,6.0,14,100
0.865,7.0,14,100
0.855,8.0,14,100
0.82,9.0,14,100
0.79,0.0,22,100
0.86,1.0,22,100
0.86,2.0,22,100
0.845,3.0,22,100
0.845,4.0,22,100
0.82,5.0,22,100
0.845,6.0,22,100
0.83,7.0,22,100
0.83,8.0,22,100
0.8,9.0,22,100
0.9963636363636363,0.0,32,20
0.9890909090909091,1.0,32,20
0.989080982711556,2.0,32,20
0.989080982711556,3.0,32,20
0.9963603275705186,4.0,32,20
0.9954504094631483,5.0,32,20
0.991810737033667,6.0,32,20
0.991810737033667,7.0,32,20
0.9927206551410374,8.0,32,20
0.9909008189262967,9.0,32,20
0.856,0.0,58,20
0.854,1.0,58,20
0.876,2.0,58,20
0.876,3.0,58,20
0.854,4.0,58,20
0.866,5.0,58,20
0.864,6.0,58,20
0.88,7.0,58,20
0.848,8.0,58,20
0.86,9.0,58,20
0.975,0.0,20,20
0.97,1.0,20,20
0.975,2.0,20,20
0.97,3.0,20,20
0.945,4.0,20,20
0.98,5.0,20,20
0.985,6.0,20,20
0.96,7.0,20,20
0.975,8.0,20,20
0.97,9.0,20,20
0.73,0.0,18,20
0.735,1.0,18,20
0.725,2.0,18,20
0.76,3.0,18,20
0.725,4.0,18,20
0.8,5.0,18,20
0.77,6.0,18,20
0.74,7.0,18,20
0.755,8.0,18,20
0.745,9.0,18,20
0.9523809523809523,0.0,11,20
0.9206349206349206,1.0,11,20
0.9365079365079365,2.0,11,20
0.8888888888888888,3.0,11,20
0.9047619047619048,4.0,11,20
0.9354838709677419,5.0,11,20
0.8387096774193549,6.0,11,20
0.9193548387096774,7.0,11,20
0.9516129032258065,8.0,11,20
0.9193548387096774,9.0,11,20
0.855072463768116,0.0,29,20
0.8695652173913043,1.0,29,20
0.8260869565217391,2.0,29,20
0.7536231884057971,3.0,29,20
0.9130434782608695,4.0,29,20
0.8260869565217391,5.0,29,20
0.8405797101449275,6.0,29,20
0.8115942028985508,7.0,29,20
0.8985507246376812,8.0,29,20
0.8840579710144928,9.0,29,20
0.975,0.0,16,20
0.975,1.0,16,20
0.98,2.0,16,20
0.98,3.0,16,20
0.96,4.0,16,20
0.975,5.0,16,20
0.975,6.0,16,20
0.97,7.0,16,20
0.98,8.0,16,20
0.98,9.0,16,20
0.9592476489028213,0.0,45,20
0.9623824451410659,1.0,45,20
0.9529780564263323,2.0,45,20
0.9435736677115988,3.0,45,20
0.9561128526645768,4.0,45,20
0.9717868338557993,5.0,45,20
0.9686520376175548,6.0,45,20
0.9529780564263323,7.0,45,20
0.9435736677115988,8.0,45,20
0.9780564263322884,9.0,45,20
0.932,0.0,6,20
0.9265,1.0,6,20
0.9315,2.0,6,20
0.9315,3.0,6,20
0.9295,4.0,6,20
0.9325,5.0,6,20
0.927,6.0,6,20
0.9225,7.0,6,20
0.9225,8.0,6,20
0.935,9.0,6,20
0.9911032028469751,0.0,28,20
0.9928825622775801,1.0,28,20
0.9928825622775801,2.0,28,20
0.9875444839857651,3.0,28,20
0.9786476868327402,4.0,28,20
0.9733096085409253,5.0,28,20
0.9875444839857651,6.0,28,20
0.9875444839857651,7.0,28,20
0.9750889679715302,8.0,28,20
0.9857651245551602,9.0,28,20
1.0,0.0,21,20
0.9942196531791907,1.0,21,20
0.9942196531791907,2.0,21,20
1.0,3.0,21,20
0.9942196531791907,4.0,21,20
0.9942196531791907,5.0,21,20
0.9884393063583815,6.0,21,20
0.9942196531791907,7.0,21,20
0.9941860465116279,8.0,21,20
0.9883720930232558,9.0,21,20
0.9696969696969697,0.0,36,20
0.961038961038961,1.0,36,20
0.974025974025974,2.0,36,20
0.9696969696969697,3.0,36,20
0.9783549783549783,4.0,36,20
0.961038961038961,5.0,36,20
0.987012987012987,6.0,36,20
0.9437229437229437,7.0,36,20
0.9653679653679653,8.0,36,20
0.961038961038961,9.0,36,20
0.76,0.0,31,20
0.75,1.0,31,20
0.79,2.0,31,20
0.71,3.0,31,20
0.69,4.0,31,20
0.76,5.0,31,20
0.7,6.0,31,20
0.77,7.0,31,20
0.74,8.0,31,20
0.77,9.0,31,20
0.8117647058823529,0.0,53,20
0.7764705882352941,1.0,53,20
0.8,2.0,53,20
0.8117647058823529,3.0,53,20
0.8235294117647058,4.0,53,20
0.8470588235294118,5.0,53,20
0.7738095238095238,6.0,53,20
0.8095238095238095,7.0,53,20
0.75,8.0,53,20
0.7142857142857143,9.0,53,20
0.8441558441558441,0.0,37,20
0.7012987012987013,1.0,37,20
0.7922077922077922,2.0,37,20
0.7012987012987013,3.0,37,20
0.7792207792207793,4.0,37,20
0.8311688311688312,5.0,37,20
0.7662337662337663,6.0,37,20
0.8051948051948052,7.0,37,20
0.7894736842105263,8.0,37,20
0.7105263157894737,9.0,37,20
0.9130434782608695,0.0,41,20
0.9565217391304348,1.0,41,20
0.8695652173913043,2.0,41,20
0.9705882352941176,3.0,41,20
0.9411764705882353,4.0,41,20
0.9705882352941176,5.0,41,20
0.8970588235294118,6.0,41,20
0.9117647058823529,7.0,41,20
0.9411764705882353,8.0,41,20
0.9264705882352942,9.0,41,20
1.0,0.0,24,20
1.0,1.0,24,20
1.0,2.0,24,20
1.0,3.0,24,20
1.0,4.0,24,20
1.0,5.0,24,20
1.0,6.0,24,20
1.0,7.0,24,20
1.0,8.0,24,20
1.0,9.0,24,20
0.6013513513513513,0.0,23,20
0.5337837837837838,1.0,23,20
0.4797297297297297,2.0,23,20
0.47619047619047616,3.0,23,20
0.5374149659863946,4.0,23,20
0.564625850340136,5.0,23,20
0.5306122448979592,6.0,23,20
0.5374149659863946,7.0,23,20
0.5510204081632653,8.0,23,20
0.5918367346938775,9.0,23,20
0.9714285714285714,0.0,15,20
0.9714285714285714,1.0,15,20
0.9714285714285714,2.0,15,20
0.9571428571428572,3.0,15,20
0.9857142857142858,4.0,15,20
0.9714285714285714,5.0,15,20
0.9714285714285714,6.0,15,20
0.9285714285714286,7.0,15,20
0.9571428571428572,8.0,15,20
0.9565217391304348,9.0,15,20
0.975,0.0,3,20
0.953125,1.0,3,20
0.975,2.0,3,20
0.975,3.0,3,20
0.975,4.0,3,20
0.975,5.0,3,20
0.9467084639498433,6.0,3,20
0.9529780564263323,7.0,3,20
0.9843260188087775,8.0,3,20
0.9717868338557993,9.0,3,20
0.98,0.0,12,20
0.995,1.0,12,20
0.97,2.0,12,20
0.97,3.0,12,20
0.965,4.0,12,20
0.97,5.0,12,20
0.99,6.0,12,20
0.975,7.0,12,20
0.985,8.0,12,20
0.985,9.0,12,20
0.9895833333333334,0.0,49,20
1.0,1.0,49,20
1.0,2.0,49,20
1.0,3.0,49,20
1.0,4.0,49,20
1.0,5.0,49,20
1.0,6.0,49,20
1.0,7.0,49,20
1.0,8.0,49,20
1.0,9.0,49,20
0.805,0.0,14,20
0.84,1.0,14,20
0.835,2.0,14,20
0.905,3.0,14,20
0.805,4.0,14,20
0.835,5.0,14,20
0.83,6.0,14,20
0.87,7.0,14,20
0.865,8.0,14,20
0.82,9.0,14,20
0.79,0.0,22,20
0.845,1.0,22,20
0.85,2.0,22,20
0.84,3.0,22,20
0.835,4.0,22,20
0.825,5.0,22,20
0.84,6.0,22,20
0.84,7.0,22,20
0.82,8.0,22,20
0.8,9.0,22,20
0.9945454545454545,0.0,32,30
0.9863636363636363,1.0,32,30
0.9881710646041856,2.0,32,30
0.9909008189262967,3.0,32,30
0.9954504094631483,4.0,32,30
0.9963603275705186,5.0,32,30
0.9909008189262967,6.0,32,30
0.9927206551410374,7.0,32,30
0.991810737033667,8.0,32,30
0.9909008189262967,9.0,32,30
0.854,0.0,58,30
0.848,1.0,58,30
0.878,2.0,58,30
0.882,3.0,58,30
0.854,4.0,58,30
0.87,5.0,58,30
0.862,6.0,58,30
0.88,7.0,58,30
0.848,8.0,58,30
0.862,9.0,58,30
0.975,0.0,20,30
0.98,1.0,20,30
0.985,2.0,20,30
0.97,3.0,20,30
0.955,4.0,20,30
0.98,5.0,20,30
0.97,6.0,20,30
0.97,7.0,20,30
0.975,8.0,20,30
0.97,9.0,20,30
0.72,0.0,18,30
0.715,1.0,18,30
0.735,2.0,18,30
0.725,3.0,18,30
0.72,4.0,18,30
0.775,5.0,18,30
0.775,6.0,18,30
0.725,7.0,18,30
0.745,8.0,18,30
0.745,9.0,18,30
0.9523809523809523,0.0,11,30
0.9206349206349206,1.0,11,30
0.9365079365079365,2.0,11,30
0.8888888888888888,3.0,11,30
0.9047619047619048,4.0,11,30
0.9354838709677419,5.0,11,30
0.8387096774193549,6.0,11,30
0.9193548387096774,7.0,11,30
